"country_name","country_code","indicator_name","year","gdp_growth"
"World","WLD","GDP growth (annual %)",1961,4.300373757
"World","WLD","GDP growth (annual %)",1962,5.554035698
"World","WLD","GDP growth (annual %)",1963,5.353451424
"World","WLD","GDP growth (annual %)",1964,6.714764055
"World","WLD","GDP growth (annual %)",1965,5.519450662
"World","WLD","GDP growth (annual %)",1966,5.769563226
"World","WLD","GDP growth (annual %)",1967,4.48689164
"World","WLD","GDP growth (annual %)",1968,6.315078052
"World","WLD","GDP growth (annual %)",1969,6.116577005
"World","WLD","GDP growth (annual %)",1970,3.535942287
"World","WLD","GDP growth (annual %)",1971,4.342756029
"World","WLD","GDP growth (annual %)",1972,5.726048819
"World","WLD","GDP growth (annual %)",1973,6.505465892
"World","WLD","GDP growth (annual %)",1974,1.996563711
"World","WLD","GDP growth (annual %)",1975,0.602978792
"World","WLD","GDP growth (annual %)",1976,5.272405894
"World","WLD","GDP growth (annual %)",1977,3.934633549
"World","WLD","GDP growth (annual %)",1978,3.889419493
"World","WLD","GDP growth (annual %)",1979,4.124186684
"World","WLD","GDP growth (annual %)",1980,1.904212329
"World","WLD","GDP growth (annual %)",1981,1.922996979
"World","WLD","GDP growth (annual %)",1982,0.431396294
"World","WLD","GDP growth (annual %)",1983,2.412084489
"World","WLD","GDP growth (annual %)",1984,4.505591869
"World","WLD","GDP growth (annual %)",1985,3.713639002
"World","WLD","GDP growth (annual %)",1986,3.3961589
"World","WLD","GDP growth (annual %)",1987,3.702151143
"World","WLD","GDP growth (annual %)",1988,4.617448788
"World","WLD","GDP growth (annual %)",1989,3.678421679
"World","WLD","GDP growth (annual %)",1990,2.918371594
"World","WLD","GDP growth (annual %)",1991,1.478488534
"World","WLD","GDP growth (annual %)",1992,1.763207497
"World","WLD","GDP growth (annual %)",1993,1.517203783
"World","WLD","GDP growth (annual %)",1994,2.988271479
"World","WLD","GDP growth (annual %)",1995,3.040021373
"World","WLD","GDP growth (annual %)",1996,3.378779851
"World","WLD","GDP growth (annual %)",1997,3.682507131
"World","WLD","GDP growth (annual %)",1998,2.553421484
"World","WLD","GDP growth (annual %)",1999,3.243334114
"World","WLD","GDP growth (annual %)",2000,4.383542814
"World","WLD","GDP growth (annual %)",2001,1.949442694
"World","WLD","GDP growth (annual %)",2002,2.176384092
"World","WLD","GDP growth (annual %)",2003,2.956849631
"World","WLD","GDP growth (annual %)",2004,4.402955476
"World","WLD","GDP growth (annual %)",2005,3.914924965
"World","WLD","GDP growth (annual %)",2006,4.379508585
"World","WLD","GDP growth (annual %)",2007,4.319258315
"World","WLD","GDP growth (annual %)",2008,1.850560542
"World","WLD","GDP growth (annual %)",2009,-1.678927641
"World","WLD","GDP growth (annual %)",2010,4.298923039
"World","WLD","GDP growth (annual %)",2011,3.132980367
"World","WLD","GDP growth (annual %)",2012,2.507633769
"World","WLD","GDP growth (annual %)",2013,2.654362447
"World","WLD","GDP growth (annual %)",2014,2.833184774
"World","WLD","GDP growth (annual %)",2015,2.80594172
"World","WLD","GDP growth (annual %)",2016,2.481500069
"World","WLD","GDP growth (annual %)",2017,3.108815121
"World","WLD","GDP growth (annual %)",2018,2.973650893
